base_url,slug
https://aisdc.calicotab.com,aisdc26
https://vvidc.calicotab.com,vvidc2026
https://ricisdc26.calicotab.com,ric2026
https://wickys26.calicotab.com,wickys26
https://vijis26.calicotab.com,vijis26
https://methodistcollegecolombo03.calicotab.com,metho2026
https://smndc26.calicotab.com,SMNDC2026
https://chapmans.calicotab.com,Chaps2026
https://apiitisdc2026.calicotab.com,apiitisdc2026
